source_id,relation,target_id
u64967572,follow,u405574548
u65402914,follow,u52491055
u67002064,follow,u335832794
u67006908,follow,u104754590
u67006908,follow,u212175167
u67006908,follow,u300796010
u67006908,follow,u327510902
u67006908,follow,u632296235
u67006908,follow,u813467726
u67253599,follow,u15350901
u67887304,follow,u15271419
u67887304,follow,u197347453
u67887304,follow,u221173559
u67887304,follow,u835342567
u69892452,follow,u22203964
u69892452,follow,u22985259
u69892452,follow,u72890647
u69892452,follow,u104566770
u69892452,follow,u110273768
u69892452,follow,u178507135
u69892452,follow,u379114417
u69892452,follow,u395014721
u69892452,follow,u487416678
u69892452,follow,u851233315
u70228722,follow,u706819428
u70735118,follow,u21770069
u71295474,follow,u19598248
u71582266,follow,u14057516
u71582266,follow,u108557681
u72816504,follow,u21770069
u72816504,follow,u92403540
u72863207,follow,u43964510
u72863207,follow,u229298733
u72863207,follow,u279147035
u72890647,follow,u15271419
u72890647,follow,u69892452
u72890647,follow,u510047880
u72890647,follow,u600090702
u72890647,follow,u1030992019
u72967193,follow,u321425967
u74147053,follow,u92403540
u74156552,follow,u15271419
u74156552,follow,u29646177
u74156552,follow,u105429377
u74156552,follow,u111924058
u74156552,follow,u133447001
u74156552,follow,u136622745
u74156552,follow,u215216086
u74156552,follow,u244625605
u74156552,follow,u293394867
u74156552,follow,u351555225
u74156552,follow,u373579998
u74156552,follow,u405035087
u74156552,follow,u416351352
u74156552,follow,u425263052
u74156552,follow,u450630648
u74156552,follow,u470379248
u74156552,follow,u471992869
u74156552,follow,u513726022
u74156552,follow,u535333357
u74156552,follow,u600090702
u74156552,follow,u632742781
u74156552,follow,u708429391
u74156552,follow,u787115406
u74156552,follow,u987068240
u74156552,follow,u1004883073
u74156552,follow,u1009413198
u74486653,follow,u59083826
u74486653,follow,u92403540
u74544145,follow,u163025432
u74544145,follow,u373947833
u74544145,follow,u377389027
u74544145,follow,u407818010
u74861616,follow,u7046912
u74861616,follow,u977265403
u75522479,follow,u165751518
u76286424,follow,u327900613
u76286424,follow,u454200724
u76982240,follow,u45529357
u76982240,follow,u211904475
u77165019,follow,u7046912
u77165019,follow,u22203964
u77165019,follow,u471093612
u77243029,follow,u8291932
u77243029,follow,u15350901
u77243029,follow,u85391583
u77243029,follow,u111924058
u77243029,follow,u128587032
u77243029,follow,u170384943
u77528520,follow,u49044510
u77528520,follow,u81680710
u77528520,follow,u81915249
u77528520,follow,u108557681
u77528520,follow,u293394867
u77528520,follow,u987068240
u78116487,follow,u43964510
u78116487,follow,u92403540
u78116487,follow,u496144150
u81056258,follow,u15391421
u81056258,follow,u22203964
u81056258,follow,u45307775
u81056258,follow,u48989220
u81056258,follow,u160466484
u81056258,follow,u181477746
u81056258,follow,u215216086
u81056258,follow,u361097511
u81056258,follow,u407101499
u81056258,follow,u451033303
u81056258,follow,u471093612
u81056258,follow,u706819428
u81218261,follow,u425380217
u81592426,follow,u37539436
u81592426,follow,u116190007
u81592426,follow,u170352080
u81592426,follow,u279139861
u81680710,follow,u7046912
u81680710,follow,u28342883
u81680710,follow,u46334699
u81680710,follow,u77528520
u81680710,follow,u415073613
u81915249,follow,u77528520
u81915249,follow,u108557681
u81915249,follow,u406907214
u81915249,follow,u471093612
u82068999,follow,u202555952
u82068999,follow,u522582939
u82837121,follow,u55590832
u83236897,follow,u318661130
u83236897,follow,u406907214
u83236897,follow,u592579646
u83581269,follow,u92403540
u83581269,follow,u1031110604
u84114885,follow,u92403540
u84561646,follow,u144305807
u84596057,follow,u6684602
u84596057,follow,u22985259
u84596057,follow,u173164569
u84596057,follow,u197347453
u84596057,follow,u215216086
u84596057,follow,u216522413
u84596057,follow,u323379897
u84596057,follow,u349204176
u84596057,follow,u425263052
u84596057,follow,u450630648
u84596057,follow,u451033303
u84596057,follow,u455775628
u84596057,follow,u510047880
u84596057,follow,u535140940
u84596057,follow,u548727018
u84596057,follow,u976068038
u84596057,follow,u1042842432
u84838434,follow,u71582266
u84838434,follow,u104818930
u84838434,follow,u187536784
u85184915,follow,u8933252
u85184915,follow,u178507135
u85184915,follow,u428117425
u85305729,follow,u191391803
u85391583,follow,u8291932
u85391583,follow,u15391421
u85391583,follow,u77243029
